,Date,Country_Region,Province_State,Difference,Prep_Flow_Runtime,Latest_Date,Case_Type,Cases,Lat,Long
0,3/9/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
1,3/8/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
2,3/7/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
3,3/6/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
4,3/5/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
5,3/4/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
6,3/3/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
7,3/23/2020,India,,3,3/24/2020 9:39:03 AM,3/23/2020,Deaths,10,21.0,78.0
8,3/22/2020,India,,3,3/24/2020 9:39:03 AM,3/23/2020,Deaths,7,21.0,78.0
9,3/21/2020,India,,-1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,4,21.0,78.0
10,3/20/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,5,21.0,78.0
11,3/2/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
12,3/19/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,4,21.0,78.0
13,3/18/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,3,21.0,78.0
14,3/17/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,3,21.0,78.0
15,3/16/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,2,21.0,78.0
16,3/15/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,2,21.0,78.0
17,3/14/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,2,21.0,78.0
18,3/13/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,2,21.0,78.0
19,3/12/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,1,21.0,78.0
20,3/11/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Deaths,1,21.0,78.0
21,3/10/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
22,3/1/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
23,2/9/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
24,2/8/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
25,2/7/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
26,2/6/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
27,2/5/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
28,2/4/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
29,2/3/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
30,2/29/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
31,2/28/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
32,2/27/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
33,2/26/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
34,2/25/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
35,2/24/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
36,2/23/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
37,2/22/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
38,2/21/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
39,2/20/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
40,2/2/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
41,2/19/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
42,2/18/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
43,2/17/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
44,2/16/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
45,2/15/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
46,2/14/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
47,2/13/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
48,2/12/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
49,2/11/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
50,2/10/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
51,2/1/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
52,1/31/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
53,1/30/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
54,1/29/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
55,1/28/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
56,1/27/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
57,1/26/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
58,1/25/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
59,1/24/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
60,1/23/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,21.0,78.0
61,3/9/2020,India,,4,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,43,21.0,78.0
62,3/8/2020,India,,5,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,39,21.0,78.0
63,3/7/2020,India,,3,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,34,21.0,78.0
64,3/6/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,31,21.0,78.0
65,3/5/2020,India,,2,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,30,21.0,78.0
66,3/4/2020,India,,23,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,28,21.0,78.0
67,3/3/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,5,21.0,78.0
68,3/23/2020,India,,103,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,499,21.0,78.0
69,3/22/2020,India,,66,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,396,21.0,78.0
70,3/21/2020,India,,86,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,330,21.0,78.0
71,3/20/2020,India,,50,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,244,21.0,78.0
72,3/2/2020,India,,2,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,5,21.0,78.0
73,3/19/2020,India,,38,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,194,21.0,78.0
74,3/18/2020,India,,14,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,156,21.0,78.0
75,3/17/2020,India,,23,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,142,21.0,78.0
76,3/16/2020,India,,6,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,119,21.0,78.0
77,3/15/2020,India,,11,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,113,21.0,78.0
78,3/14/2020,India,,20,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,102,21.0,78.0
79,3/13/2020,India,,9,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,82,21.0,78.0
80,3/12/2020,India,,11,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,73,21.0,78.0
81,3/11/2020,India,,6,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,62,21.0,78.0
82,3/10/2020,India,,13,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,56,21.0,78.0
83,3/1/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
84,2/9/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
85,2/8/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
86,2/7/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
87,2/6/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
88,2/5/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
89,2/4/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
90,2/3/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
91,2/29/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
92,2/28/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
93,2/27/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
94,2/26/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
95,2/25/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
96,2/24/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
97,2/23/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
98,2/22/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
99,2/21/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
100,2/20/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
101,2/2/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,2,21.0,78.0
102,2/19/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
103,2/18/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
104,2/17/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
105,2/16/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
106,2/15/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
107,2/14/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
108,2/13/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
109,2/12/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
110,2/11/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
111,2/10/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,21.0,78.0
112,2/1/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21.0,78.0
113,1/31/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21.0,78.0
114,1/30/2020,India,,1,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,1,21.0,78.0
115,1/29/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
116,1/28/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
117,1/27/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
118,1/26/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
119,1/25/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
120,1/24/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
121,1/23/2020,India,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,21.0,78.0
122,3/9/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
123,3/8/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
124,3/7/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
125,3/6/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
126,3/5/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
127,3/4/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
128,3/3/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
129,3/23/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
130,3/22/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
131,3/21/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
132,3/20/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
133,3/2/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
134,3/19/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
135,3/18/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
136,3/17/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
137,3/16/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
138,3/15/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
139,3/14/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
140,3/13/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
141,3/12/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
142,3/11/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
143,3/10/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
144,3/1/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
145,2/9/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
146,2/8/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
147,2/7/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
148,2/6/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
149,2/5/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
150,2/4/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
151,2/3/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
152,2/29/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
153,2/28/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
154,2/27/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
155,2/26/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
156,2/25/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
157,2/24/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
158,2/23/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
159,2/22/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
160,2/21/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
161,2/20/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
162,2/2/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
163,2/19/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
164,2/18/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
165,2/17/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
166,2/16/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
167,2/15/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
168,2/14/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
169,2/13/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
170,2/12/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
171,2/11/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
172,2/10/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
173,2/1/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
174,1/31/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
175,1/30/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
176,1/29/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
177,1/28/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
178,1/27/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
179,1/26/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
180,1/25/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
181,1/24/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
182,1/23/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,-18.7669,46.8691
183,3/9/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
184,3/8/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
185,3/7/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
186,3/6/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
187,3/5/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
188,3/4/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
189,3/3/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
190,3/23/2020,Madagascar,,9,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,12,-18.7669,46.8691
191,3/22/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
192,3/21/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
193,3/20/2020,Madagascar,,3,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,3,-18.7669,46.8691
194,3/2/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
195,3/19/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
196,3/18/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
197,3/17/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
198,3/16/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
199,3/15/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
200,3/14/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
201,3/13/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
202,3/12/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
203,3/11/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
204,3/10/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
205,3/1/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
206,2/9/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
207,2/8/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
208,2/7/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
209,2/6/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
210,2/5/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
211,2/4/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
212,2/3/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
213,2/29/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
214,2/28/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
215,2/27/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
216,2/26/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
217,2/25/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
218,2/24/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
219,2/23/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
220,2/22/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
221,2/21/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
222,2/20/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
223,2/2/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
224,2/19/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
225,2/18/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
226,2/17/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
227,2/16/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
228,2/15/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
229,2/14/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
230,2/13/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
231,2/12/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
232,2/11/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
233,2/10/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
234,2/1/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
235,1/31/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
236,1/30/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
237,1/29/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
238,1/28/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
239,1/27/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
240,1/26/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
241,1/25/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
242,1/24/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
243,1/23/2020,Madagascar,,0,3/24/2020 9:39:03 AM,3/23/2020,Confirmed,0,-18.7669,46.8691
244,3/9/2020,Dominican Republic,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
245,3/8/2020,Dominican Republic,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
246,3/7/2020,Dominican Republic,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
247,3/6/2020,Dominican Republic,,0,3/24/2020 9:39:03 AM,3/23/2020,Deaths,0,18.7357,-70.1627
